date,evidence_status,verification_status,event_type,company,state,market,lat,lon,phase,activity_type,status,mode,source_url,geometry_basis,note,supervision,role
2026-09-22,current,regulator_verified_current,current_testing_odd_verified,Nuro,CA,Santa Clara + San Mateo Counties driverless-test ODD,,,testing,testing,driverless_testing_authorized,ridehail,https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-testing-permit-holders/,official_regulator_location_description,DMV authorizes Nuro driverless testing in Santa Clara and San Mateo Counties.,,
2026-09-22,announced,source_verified_announcement,announced_market_verified,Nuro,TX,Houston,29.7604,-95.3698,deployment,deployment,future_service_announced,ridehail,https://www.nuro.ai/blog/uber-nuro-and-lucid-to-bring-robotaxi-service-to-houston-in-2027,city_point_only,"Nuro says Houston robotaxi service is expected in 2027; stored as an announced future deployment, separate from current Houston testing.",,
2026-09-22,current,verified_current_market,current_testing_verified,Nuro,TX,Houston,29.7604,-95.3698,testing,testing,testing,ridehail,https://www.nuro.ai/blog/uber-nuro-and-lucid-to-bring-robotaxi-service-to-houston-in-2027,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_testing_verified,PlusAI,TX,Texas I-35 corridor,,,testing,testing,commercial_fleet_trial,freight,https://www.plus.ai/,corridor_description_only,PlusAI reports commercial fleet trials in Texas on the I-35 corridor; exact tested segment is not specified in the public source.,,
2026-09-22,current,regulator_verified_current,current_testing_odd_verified,Tensor Auto,CA,San Jose driverless-test ODD,,,testing,testing,driverless_testing_authorized,passenger,https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-testing-permit-holders/,official_regulator_location_description,DMV authorizes Tensor Auto driverless testing in San Jose.,,
2026-09-22,current,verified_current_market,current_service_verified,Tesla,FL,Miami,25.7617,-80.1918,deployment,deployment,public_service,ridehail,https://www.tesla.com/support/robotaxi,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Tesla,FL,Orlando,28.5383,-81.3792,deployment,deployment,public_service,ridehail,https://www.tesla.com/support/robotaxi,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Tesla,FL,Tampa,27.9506,-82.4572,deployment,deployment,public_service,ridehail,https://www.tesla.com/support/robotaxi,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Tesla,TX,Austin,30.2672,-97.7431,deployment,deployment,public_service,ridehail,https://www.tesla.com/support/robotaxi,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Tesla,TX,Dallas,32.7767,-96.797,deployment,deployment,public_service,ridehail,https://www.tesla.com/support/robotaxi,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Tesla,TX,Houston,29.7604,-95.3698,deployment,deployment,public_service,ridehail,https://www.tesla.com/support/robotaxi,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_testing_verified,Torc,NM,New Mexico public-road test routes,,,testing,testing,testing,freight,https://torc.ai/frequently-asked-questions/,state_only_public_description,Torc says trucks are currently on road in a testing capacity in New Mexico; exact route geometry not public.,,
2026-09-22,current,verified_current_market,current_testing_verified,Torc,TX,Texas public-road test routes,,,testing,testing,testing,freight,https://torc.ai/frequently-asked-questions/,state_only_public_description,Torc says current testing routes include public roads in Texas; exact route geometry not public.,,
2026-09-22,current,verified_current_market,current_testing_verified,Torc,VA,Virginia public-road test routes,,,testing,testing,testing,freight,https://torc.ai/frequently-asked-questions/,state_only_public_description,Torc says current testing routes include public roads in Virginia; exact route geometry not public.,,
2026-09-22,current,verified_current_market,current_service_verified,Waabi,TX,Dallas–Houston,31.1,-96.05,deployment,deployment,commercial_autonomous_freight,freight,https://waabi.ai/insights/80percent-growth-on-long-hauls-toughest-corridor,route_corridor,Waabi reports commercial autonomous freight operations on Dallas–Houston. Driverless/supervised status is not inferred from this source.,unspecified_by_source,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,AZ,Phoenix,33.4484,-112.074,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,CA,Los Angeles,34.0522,-118.2437,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,regulator_verified_current,current_deployment_odd_verified,Waymo,CA,Northern California DMV-approved ODD,,,deployment,deployment,deployment_authorized,ridehail,https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-testing-permit-holders/waymo-approved-areas-of-operation-for-driverless-testing-and-deployment/,official_map_image,California DMV publishes an approved ODD map for Waymo driverless testing and deployment. The Observatory does not digitize the image into a polygon unless a defensible vector boundary is available. Regulatory deployment authorization is distinct from current public rider-service availability.,,
2026-09-22,current,regulator_verified_current,current_testing_odd_verified,Waymo,CA,Northern California DMV-approved ODD,,,testing,testing,driverless_testing_authorized,ridehail,https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-testing-permit-holders/waymo-approved-areas-of-operation-for-driverless-testing-and-deployment/,official_map_image,California DMV publishes an approved ODD map for Waymo driverless testing and deployment. The Observatory does not digitize the image into a polygon unless a defensible vector boundary is available. Regulatory deployment authorization is distinct from current public rider-service availability.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,CA,Sacramento,38.5816,-121.4944,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,CA,San Diego,32.7157,-117.1611,deployment,deployment,limited_public_service,ridehail,https://waymo.com/blog/2026/09/ride-in-denver-san-diego-tampa/,city_point_only,"Waymo began welcoming public riders September 1, 2026, with access expanding progressively; not labeled open-to-all unless the source says so.",,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,CA,San Francisco Bay Area,37.7749,-122.4194,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,regulator_verified_current,current_deployment_odd_verified,Waymo,CA,Southern California DMV-approved ODD,,,deployment,deployment,deployment_authorized,ridehail,https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-testing-permit-holders/waymo-approved-areas-of-operation-for-driverless-testing-and-deployment/,official_map_image,California DMV publishes an approved ODD map for Waymo driverless testing and deployment. The Observatory does not digitize the image into a polygon unless a defensible vector boundary is available. Regulatory deployment authorization is distinct from current public rider-service availability.,,
2026-09-22,current,regulator_verified_current,current_testing_odd_verified,Waymo,CA,Southern California DMV-approved ODD,,,testing,testing,driverless_testing_authorized,ridehail,https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-testing-permit-holders/waymo-approved-areas-of-operation-for-driverless-testing-and-deployment/,official_map_image,California DMV publishes an approved ODD map for Waymo driverless testing and deployment. The Observatory does not digitize the image into a polygon unless a defensible vector boundary is available. Regulatory deployment authorization is distinct from current public rider-service availability.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,CO,Denver,39.7392,-104.9903,deployment,deployment,limited_public_service,ridehail,https://waymo.com/blog/2026/09/ride-in-denver-san-diego-tampa/,city_point_only,"Waymo began welcoming public riders September 1, 2026, with access expanding progressively; not labeled open-to-all unless the source says so.",,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,DC,Washington,38.9072,-77.0369,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,FL,Miami,25.7617,-80.1918,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,FL,Orlando,28.5383,-81.3792,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,FL,Tampa,27.9506,-82.4572,deployment,deployment,limited_public_service,ridehail,https://waymo.com/blog/2026/09/ride-in-denver-san-diego-tampa/,city_point_only,"Waymo began welcoming public riders September 1, 2026, with access expanding progressively; not labeled open-to-all unless the source says so.",,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,GA,Atlanta,33.749,-84.388,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,IL,Chicago,41.8781,-87.6298,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,LA,New Orleans,29.9511,-90.0715,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,MA,Boston,42.3601,-71.0589,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,MD,Baltimore,39.2904,-76.6122,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,MI,Detroit,42.3314,-83.0458,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,MN,Minneapolis,44.9778,-93.265,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,MO,St. Louis,38.627,-90.1994,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,NC,Charlotte,35.2271,-80.8431,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,current,official_service_area_current,current_service_verified,Waymo,NV,Las Vegas,36.1699,-115.1398,deployment,deployment,limited_public_service,ridehail,https://support.google.com/waymo/answer/9059119?hl=en,city_point_only,"Waymo Help lists Las Vegas as a service area and says it is gradually adding riders. No current vector service-area boundary is ingested, so the map uses a market point.",,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,NY,New York,40.7128,-74.006,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,OR,Portland,45.5152,-122.6784,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,PA,Philadelphia,39.9526,-75.1652,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,PA,Pittsburgh,40.4406,-79.9959,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,TN,Nashville,36.1627,-86.7816,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,TX,Austin,30.2672,-97.7431,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,TX,Dallas,32.7767,-96.797,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,TX,Houston,29.7604,-95.3698,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,current,verified_current_market,current_service_verified,Waymo,TX,San Antonio,29.4241,-98.4936,deployment,deployment,public_service,ridehail,https://waymo.com/rides/,city_point_only,Current market/status verified; exact current ODD boundary may be narrower than the market label.,,
2026-09-22,,verified_current_market,planned_service_verified,Waymo,WA,Seattle,47.6062,-122.3321,planned,,planned_service,ridehail,https://waymo.com/rides/,city_point_only,Waymo lists this market as Up Next; not counted as current deployment.,,
2026-09-22,current,verified_current_market,current_testing_verified,WeRide,CA,San Francisco Bay Area,37.7749,-122.4194,testing,testing,testing,ridehail,https://ir.weride.ai/static-files/64775d7b-a247-4baa-b482-e7d7f837e631,city_point_only,WeRide reports U.S. testing limited to the San Francisco Bay Area and Las Vegas; San Jose driverless testing is specifically permitted.,,
2026-09-22,current,regulator_verified_current,current_testing_odd_verified,WeRide,CA,San Jose + Santa Clara driverless-test ODD,,,testing,testing,driverless_testing_authorized,ridehail,https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-testing-permit-holders/,official_regulator_location_description,DMV authorizes WeRide driverless testing in San Jose and Santa Clara.,,
2026-09-22,current,verified_current_market,current_testing_verified,WeRide,NV,Las Vegas,36.1699,-115.1398,testing,testing,testing,ridehail,https://ir.weride.ai/static-files/64775d7b-a247-4baa-b482-e7d7f837e631,city_point_only,WeRide reports U.S. testing limited to the San Francisco Bay Area and Las Vegas.,,
2026-09-22,current,regulator_verified_current,current_testing_odd_verified,Zoox,CA,Foster City + San Francisco driverless-test ODD,,,testing,testing,driverless_testing_authorized,ridehail,https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-testing-permit-holders/,official_regulator_location_description,DMV authorizes Zoox driverless testing in Foster City and San Francisco.,,
2026-09-22,current,source_verified_current,current_testing_verified,Zoox,CA,Los Angeles,34.0522,-118.2437,testing,testing,testing,ridehail,https://zoox.com/common/files/global-202603-zoox-press-kit-backgrounder.pdf,city_point_only,Zoox's 2026 backgrounder identifies this city as a testing-fleet market. No exact current test ODD polygon is asserted here.,,
2026-09-22,,verified_current_market,current_testing_verified,Zoox,CA,San Diego,32.7157,-117.1611,testing,,testing,ridehail,https://zoox.com/common/files/global-202603-zoox-press-kit-backgrounder.pdf,city_point_only,Zoox identifies this market in its current testing/operating footprint; precise public testing ODD boundary may be narrower.,,
2026-09-22,current,verified_current_market,current_service_verified,Zoox,CA,San Francisco,37.7749,-122.4194,deployment,deployment,selected_riders,ridehail,https://zoox.com/community/,city_point_only,Free limited/waitlist service for selected riders; not general paid public service.,,
2026-09-22,,verified_current_market,current_testing_verified,Zoox,CA,San Francisco Bay Area,37.7749,-122.4194,testing,,testing,ridehail,https://zoox.com/common/files/global-202603-zoox-press-kit-backgrounder.pdf,city_point_only,Zoox identifies this market in its current testing/operating footprint; precise public testing ODD boundary may be narrower.,,
2026-09-22,,verified_current_market,current_testing_verified,Zoox,DC,Washington,38.9072,-77.0369,testing,,testing,ridehail,https://zoox.com/common/files/global-202603-zoox-press-kit-backgrounder.pdf,city_point_only,Zoox identifies this market in its current testing/operating footprint; precise public testing ODD boundary may be narrower.,,
2026-09-22,current,source_verified_current,current_testing_verified,Zoox,DC,"Washington, DC",38.9072,-77.0369,testing,testing,testing,ridehail,https://zoox.com/common/files/global-202603-zoox-press-kit-backgrounder.pdf,city_point_only,Zoox's 2026 backgrounder identifies this city as a testing-fleet market. No exact current test ODD polygon is asserted here.,,
2026-09-22,current,source_verified_current,current_testing_verified,Zoox,FL,Miami,25.7617,-80.1918,testing,testing,testing,ridehail,https://zoox.com/common/files/global-202603-zoox-press-kit-backgrounder.pdf,city_point_only,Zoox's 2026 backgrounder identifies this city as a testing-fleet market. No exact current test ODD polygon is asserted here.,,
2026-09-22,current,source_verified_current,current_testing_verified,Zoox,GA,Atlanta,33.749,-84.388,testing,testing,testing,ridehail,https://zoox.com/common/files/global-202603-zoox-press-kit-backgrounder.pdf,city_point_only,Zoox's 2026 backgrounder identifies this city as a testing-fleet market. No exact current test ODD polygon is asserted here.,,
